codigo,item,rubro,subrubro,deposito,stock,precioLista,precioTransfer,precioSImp,precio3cuotas,fotos,talles,bordados,descripcion,textiles
L-WW-PAN-CIMP6,Cargo Impacted Unisex Cemento XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-cemento-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP2,Cargo Impacted Unisex Cemento XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,5,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-cemento-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP40,Cargo Impacted Unisex Negro 2XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP34,Cargo Impacted Unisex Negro 2XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP41,Cargo Impacted Unisex Negro 3XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,12,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP38,Cargo Impacted Unisex Negro L,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP37,Cargo Impacted Unisex Negro M,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP36,Cargo Impacted Unisex Negro S,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,9,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP39,Cargo Impacted Unisex Negro XL,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,10,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-WW-PAN-CIMP35,Cargo Impacted Unisex Negro XS,PRODUCTO WORKWEAR,PANTALON,ECOMMERCE,11,"$65,990.00","$56,091.50","$54,537.19","$21,996.67",pantalon-cargo-impacted-unisex/pantalon-cargo-impacted-unisex-negro-1,pantalon-cargo-impacted-unisex.jpg,pantalon-cargo.jpg,"Pantalón tipo cargo unisex, diseñado para ofrecer comodidad, resistencia y estilo funcional. Cuenta con 2 bolsillos aplicados con tapa fija en laterales y 2 en trasero, elástico en la cintura con cordón interno para un mejor ajuste, y cañonera en costuras laterales y tiro que refuerza la estructura. Confeccionado en gabardina con spandex, brindando elasticidad, durabilidad y libertad de movimiento. Ideal para uniformes laborales o uso urbano con look moderno y práctico.",GABARDINA C/SPANDEX ATUEL - 98%ALGODÓN / 2% ELASTANO
L-OF-PAN-CH-CF1,Chino Confort Fit DAMA AZUL 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,6,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF2,Chino Confort Fit DAMA AZUL 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF3,Chino Confort Fit DAMA AZUL 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF4,Chino Confort Fit DAMA AZUL 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF5,Chino Confort Fit DAMA AZUL 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF6,Chino Confort Fit DAMA AZUL 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF7,Chino Confort Fit DAMA AZUL 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF8,Chino Confort Fit DAMA AZUL 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-azul-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF9,Chino Confort Fit DAMA NEGRO 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,8,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF10,Chino Confort Fit DAMA NEGRO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF11,Chino Confort Fit DAMA NEGRO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,18,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF12,Chino Confort Fit DAMA NEGRO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF13,Chino Confort Fit DAMA NEGRO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,19,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF14,Chino Confort Fit DAMA NEGRO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,20,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF15,Chino Confort Fit DAMA NEGRO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF16,Chino Confort Fit DAMA NEGRO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-negro-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF17,Chino Confort Fit DAMA TOSTADO 36,PRODUCTO OFFICE,PANTALON,ECOMMERCE,3,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF18,Chino Confort Fit DAMA TOSTADO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,4,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF19,Chino Confort Fit DAMA TOSTADO 40,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF20,Chino Confort Fit DAMA TOSTADO 42,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF21,Chino Confort Fit DAMA TOSTADO 44,PRODUCTO OFFICE,PANTALON,ECOMMERCE,9,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF22,Chino Confort Fit DAMA TOSTADO 46,PRODUCTO OFFICE,PANTALON,ECOMMERCE,10,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF23,Chino Confort Fit DAMA TOSTADO 48,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH-CF24,Chino Confort Fit DAMA TOSTADO 50,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$57,990.00","$49,291.50","$47,925.62","$19,330.00",pantalon-chino-confort-fit-dama/pantalon-chino-confort-fit-dama-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular tiro alto, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y falso bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
L-OF-PAN-CH - CF45,Chino Confort Fit H TOSTADO 38,PRODUCTO OFFICE,PANTALON,ECOMMERCE,5,"$59,990.00","$50,991.50","$49,578.51","$19,996.67",pantalon-chino-confort-fit-hombre/pantalon-chino-confort-fit-hombre-tostado-1,pantalon-chino-confort-fit-dama.jpg,pantalon-chino.jpg,"Pantalón corte chino regular, con un diseño clásico y confortable ideal para uso laboral o urbano. Cuenta con bolsillos delanteros funcionales y bolsillo ojal en la parte trasera, con avíos y forrería a tono que aportan una terminación prolija. Confeccionado en gabardina con spandex, que brinda elasticidad, durabilidad y un calce cómodo durante todo el día. Una prenda versátil y elegante, perfecta para uniformes o looks casuales.",COMANECCI -GABARDINA C/SPANDEX 98% ALGODÓN 2%SPANDEX
