codigo, item, rubro, subrubro, deposito,stock,precioLista,fotos,talles,bordados
L-WW-CA-ROMP19,Rompevientos Rager Unisex Negro S,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,28,"$65,990.00",,,
L-WW-CA-ROMP22,Rompevientos Rager Unisex Negro XL,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,18,"$65,990.00",,,
L-WW-CA-ROMP18,Rompevientos Rager Unisex Negro XS,PRODUCTO WORKWEAR,CAMPERA,ECOMMERCE,6,"$65,990.00",,,
L-OF-TEJ- SW - ESSE21,Sweater Essence H AZUL MAR L,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,10,"$69,990.00",,,
L-OF-TEJ- SW - ESSE20,Sweater Essence H AZUL MAR M,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,10,"$69,990.00",,,
L-OF-TEJ- SW - ESSE22,Sweater Essence H AZUL MAR XL,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,6,"$69,990.00",,,
L-OF-TEJ- SW - ESSE3,Sweater Essence H GRIS MEL CL L,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,11,"$69,990.00",,,
L-OF-TEJ- SW - ESSE2,Sweater Essence H GRIS MEL CL M,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,23,"$69,990.00",,,
L-OF-TEJ- SW - ESSE1,Sweater Essence H GRIS MEL CL S,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,10,"$69,990.00",,,
L-OF-TEJ- SW - ESSE4,Sweater Essence H GRIS MEL CL XL,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,2,"$69,990.00",,,
L-OF-TEJ- SW - ESSE17,Sweater Essence H NEG 2XL,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,17,"$69,990.00",,,
L-OF-TEJ- SW - ESSE15,Sweater Essence H NEG L,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,23,"$69,990.00",,,
L-OF-TEJ- SW - ESSE14,Sweater Essence H NEG M,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,19,"$69,990.00",,,
L-OF-TEJ- SW - ESSE13,Sweater Essence H NEG S,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,11,"$69,990.00",,,
L-OF-TEJ- SW - ESSE16,Sweater Essence H NEG XL,PRODUCTO OFFICE,TEJIDO,ECOMMERCE,14,"$69,990.00",,,
